product_id,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_date,review_word_count
B00J49UTW2,5.0,1.0,2.0,0,1,2015-08-30,125
B00NHPH4CM,5.0,0.0,0.0,0,1,2015-08-30,46
1223063151,5.0,0.0,0.0,0,1,2015-08-30,1
B005UWYK22,5.0,0.0,0.0,0,1,2015-08-30,12
B008B68J2Q,5.0,0.0,0.0,0,1,2015-08-30,3
B00IWPJWMC,4.0,0.0,0.0,0,0,2015-08-30,85
B00CJO8ZZW,4.0,0.0,0.0,0,1,2015-08-30,4
B0077NCEWA,5.0,0.0,0.0,0,1,2015-08-30,4
B00IGNWYH0,3.0,0.0,1.0,0,1,2015-08-30,38
B00JLHVX36,5.0,0.0,0.0,0,1,2015-08-30,61
B00IKFZ5TS,5.0,0.0,0.0,0,1,2015-08-30,11
B007U7LZOG,5.0,1.0,1.0,0,1,2015-08-29,88
B00G69QBA2,5.0,0.0,0.0,0,1,2015-08-29,3
B002JSM3KQ,5.0,0.0,0.0,0,1,2015-08-29,5
B00IUAAJY4,5.0,0.0,0.0,0,0,2015-08-29,14
B00KN0LSTO,5.0,0.0,0.0,0,1,2015-08-29,23
B00CKH9I1I,1.0,0.0,0.0,0,1,2015-08-29,3
B00M1YC920,5.0,0.0,0.0,0,1,2015-08-29,3
B00ERK40NW,5.0,0.0,0.0,0,1,2015-08-29,14
B00B2AYLYS,5.0,0.0,0.0,0,1,2015-08-29,3
B00CG0CKVE,5.0,0.0,0.0,0,1,2015-08-29,2
B00NSB56WK,2.0,0.0,1.0,0,1,2015-08-29,53
B00JDMY58Y,5.0,0.0,0.0,0,1,2015-08-29,13
B00B28GVLG,1.0,2.0,3.0,0,1,2015-08-29,80
B00CG0CL1S,5.0,0.0,0.0,0,1,2015-08-29,12
B00P4CEUPA,5.0,0.0,0.0,0,0,2015-08-29,69
B004S65XDG,5.0,0.0,0.0,0,1,2015-08-29,7
B00KXSJSC0,4.0,0.0,0.0,0,1,2015-08-29,8
B00TDP7KKQ,5.0,0.0,0.0,0,0,2015-08-29,1
B00CI6J5KK,3.0,0.0,0.0,0,1,2015-08-29,19
B00IUAAJY4,4.0,5.0,5.0,0,1,2015-08-29,164
B00J49UTZ4,5.0,0.0,0.0,0,1,2015-08-29,33
B001R6W4KA,5.0,0.0,0.0,0,1,2015-08-29,29
B007SG9FFU,5.0,0.0,1.0,0,1,2015-08-29,138
B00CKH9I1I,5.0,0.0,0.0,0,1,2015-08-29,28
B00IL7IFP6,4.0,1.0,1.0,0,1,2015-08-29,93
B00IJVN21Q,5.0,0.0,0.0,0,1,2015-08-29,9
B00ECV4DBA,5.0,0.0,0.0,0,1,2015-08-29,17
B007SM3582,5.0,0.0,0.0,0,1,2015-08-29,11
B00BN6QAVI,5.0,0.0,0.0,0,1,2015-08-29,18
B00CDGA68U,5.0,0.0,0.0,0,1,2015-08-29,25
B00BG8F0IW,3.0,0.0,0.0,0,1,2015-08-29,59
B00CRZXV3O,5.0,0.0,0.0,0,1,2015-08-29,32
B00FHB2XB6,4.0,0.0,0.0,0,0,2015-08-29,109
B00MYL9H52,5.0,0.0,0.0,0,1,2015-08-29,13
B00BN6QAVI,2.0,3.0,4.0,0,1,2015-08-29,31
B00KXSJSC0,5.0,0.0,0.0,0,1,2015-08-29,4
B00IDB6J0S,5.0,1.0,1.0,0,1,2015-08-29,35
B0075XNGGK,5.0,0.0,0.0,0,1,2015-08-29,5
B007J3F98O,5.0,0.0,0.0,0,1,2015-08-29,7
B00IVLIC46,4.0,0.0,0.0,0,1,2015-08-29,61
B008HYGFIC,4.0,0.0,0.0,0,1,2015-08-29,28
B00KR2Q3K2,1.0,0.0,0.0,0,1,2015-08-29,41
B00BPRLGVE,5.0,0.0,0.0,0,1,2015-08-29,35
B00KR5TIZQ,4.0,1.0,2.0,0,0,2015-08-29,75
B00BM2V522,5.0,0.0,0.0,0,1,2015-08-29,14
B00AJE1CY0,5.0,0.0,0.0,0,0,2015-08-29,80
B005UWYK22,4.0,15.0,15.0,0,1,2015-08-29,794
B00NEOBSK0,5.0,2.0,2.0,0,0,2015-08-29,14
B002JSM3KQ,5.0,0.0,0.0,0,0,2015-08-29,5
B00IVFCCMA,2.0,0.0,1.0,0,1,2015-08-29,8
B00IVOUEFS,5.0,0.0,0.0,0,1,2015-08-29,4
B00IVFCRE8,5.0,0.0,0.0,0,1,2015-08-29,1
B00EDBYHPQ,4.0,0.0,0.0,0,1,2015-08-29,4
B004UU9XG8,5.0,0.0,0.0,0,1,2015-08-29,9
B00CKH9I1I,5.0,0.0,0.0,0,1,2015-08-29,4
B00M1YC920,5.0,0.0,0.0,0,1,2015-08-29,11
1223063151,2.0,6.0,7.0,0,1,2015-08-29,50
B000GUEXBG,3.0,0.0,1.0,0,1,2015-08-29,9
B00J5KVQWW,1.0,0.0,1.0,0,1,2015-08-29,16
B00IM2TVW6,5.0,0.0,0.0,0,1,2015-08-29,17
B00MVV114A,5.0,0.0,0.0,0,1,2015-08-29,5
B00IWOI7U6,5.0,0.0,0.0,0,1,2015-08-29,137
B00CI6J5KK,5.0,0.0,0.0,0,1,2015-08-29,33
B00CI6J3HA,5.0,0.0,0.0,0,0,2015-08-29,7
B00BQF1IP4,5.0,0.0,0.0,0,1,2015-08-29,3
B00EZIXA78,5.0,0.0,0.0,0,1,2015-08-29,14
B00NYZOHWK,5.0,0.0,0.0,0,1,2015-08-29,7
B00AHAJGXK,1.0,0.0,1.0,0,1,2015-08-29,45
B00IVFC6QC,4.0,0.0,1.0,0,1,2015-08-29,36
B00MYL9H52,5.0,0.0,0.0,0,1,2015-08-29,12
B00MVV114A,5.0,0.0,0.0,0,1,2015-08-28,108
B00AHAJGXK,5.0,0.0,0.0,0,1,2015-08-28,10
B00JLHVX36,5.0,0.0,0.0,0,1,2015-08-28,53
B00CI6J5KK,5.0,0.0,0.0,0,1,2015-08-28,42
B00IVFCGKS,2.0,0.0,0.0,0,1,2015-08-28,60
B0045OV9IO,5.0,0.0,0.0,0,1,2015-08-28,5
B00LH1VIEI,2.0,1.0,1.0,0,1,2015-08-28,28
B001R6W4KA,5.0,0.0,0.0,0,1,2015-08-28,22
B0083TXWXC,5.0,0.0,0.0,0,1,2015-08-28,4
B00IQ8MTL6,5.0,0.0,0.0,0,1,2015-08-28,13
B00IVFCGIA,4.0,0.0,0.0,0,1,2015-08-28,118
B00CJO8ZZM,5.0,0.0,0.0,0,1,2015-08-28,1
B00B2HH10M,5.0,0.0,0.0,0,1,2015-08-28,1
B001R6W4KA,5.0,0.0,0.0,0,1,2015-08-28,7
B00ILDJXHE,5.0,0.0,0.0,0,1,2015-08-28,4
B00HVTH2P4,4.0,0.0,0.0,0,1,2015-08-28,5
B00EAHXYDO,5.0,0.0,0.0,0,1,2015-08-28,21
B00IGNWZC4,5.0,0.0,0.0,0,1,2015-08-28,31
B00CKH9WPA,1.0,0.0,0.0,0,1,2015-08-28,4
B00EAHXYDO,5.0,0.0,0.0,0,1,2015-08-28,7
B0039S7NO6,5.0,0.0,0.0,0,1,2015-08-28,8
B00IVFCGKS,5.0,0.0,0.0,0,1,2015-08-28,12
B00AHAJGXK,3.0,0.0,0.0,0,1,2015-08-28,102
B00B1Z6F52,3.0,0.0,0.0,0,1,2015-08-28,3
B00IGR5ES2,4.0,0.0,1.0,0,1,2015-08-28,155
B00421AGHA,5.0,0.0,0.0,0,1,2015-08-28,23
B008ZB5E2K,5.0,0.0,0.0,0,1,2015-08-28,36
B00CDGA69Y,5.0,0.0,0.0,0,1,2015-08-28,9
B00J49UTWW,5.0,0.0,0.0,0,1,2015-08-28,6
B00CI6J3HA,5.0,1.0,1.0,0,1,2015-08-28,29
B00CI6J5JQ,5.0,0.0,0.0,0,1,2015-08-28,13
B00AHAJGXK,5.0,0.0,0.0,0,1,2015-08-28,3
B00IRXJ3ZK,5.0,0.0,0.0,0,0,2015-08-28,134
B00G6MWM1Q,5.0,3.0,4.0,0,0,2015-08-28,7
B00OETKWCE,5.0,25.0,25.0,0,1,2015-08-28,1021
B00IVFCCMA,2.0,0.0,0.0,0,1,2015-08-28,28
B007ADIGVU,5.0,0.0,0.0,0,1,2015-08-28,17
B00EAHXYDO,5.0,0.0,0.0,0,1,2015-08-28,8
B0060Y271K,5.0,0.0,0.0,0,1,2015-08-28,2
B00B2HH10M,5.0,0.0,0.0,0,1,2015-08-28,23
B00JLHVX36,5.0,0.0,0.0,0,1,2015-08-28,30
B00IM2TW1Q,3.0,0.0,0.0,0,1,2015-08-28,123
B000GUEXBG,5.0,0.0,1.0,0,1,2015-08-28,54
B00385X51U,5.0,0.0,0.0,0,1,2015-08-28,34
B007BSYAVY,5.0,0.0,0.0,0,1,2015-08-28,3
1223063151,5.0,0.0,0.0,0,1,2015-08-28,24
B0002HR3L0,5.0,0.0,0.0,0,1,2015-08-28,17
B00JLHVX36,5.0,0.0,0.0,0,0,2015-08-28,12
B00CRZXSGE,5.0,0.0,0.0,0,1,2015-08-28,10
B00J2NHV0I,5.0,0.0,0.0,0,1,2015-08-28,20
B00F5Y4AH0,5.0,1.0,1.0,0,1,2015-08-28,1
B00HVTH2P4,5.0,0.0,0.0,0,1,2015-08-28,8
B00IVP15K0,2.0,0.0,0.0,0,1,2015-08-28,3
B00G69QG66,5.0,0.0,0.0,0,1,2015-08-28,10
B00CXVNXEO,5.0,0.0,0.0,0,1,2015-08-28,12
B00IQ8MTL6,4.0,0.0,0.0,0,1,2015-08-28,8
B00G69QG66,4.0,0.0,0.0,0,1,2015-08-28,15
B004Z7H07K,5.0,0.0,0.0,0,1,2015-08-28,9
B004P971VI,5.0,0.0,0.0,0,0,2015-08-28,6
B00IL7IFP6,5.0,0.0,0.0,0,1,2015-08-28,10
B00COEIFM0,5.0,0.0,0.0,0,1,2015-08-28,28
B00CS1WDBI,4.0,0.0,0.0,0,1,2015-08-28,9
B0039S7NO6,5.0,0.0,0.0,0,1,2015-08-28,7
B008B68J2G,5.0,0.0,0.0,0,1,2015-08-28,7
B00IVFCGIA,5.0,0.0,0.0,0,1,2015-08-28,17
B00NQQTXP8,5.0,0.0,0.0,0,1,2015-08-28,55
B00CJO8ZZW,5.0,0.0,0.0,0,1,2015-08-28,1
B00BM2V522,5.0,0.0,1.0,0,1,2015-08-28,77
B00M1YCDZ8,1.0,0.0,0.0,0,1,2015-08-28,31
B00P4CEUPA,5.0,0.0,0.0,0,0,2015-08-28,91
B00AHAJGXK,5.0,0.0,0.0,0,1,2015-08-28,46
B00BN6QAVI,5.0,0.0,0.0,0,1,2015-08-28,129
B00A88B16Q,4.0,0.0,0.0,0,1,2015-08-27,13
B00F6N0MB8,4.0,0.0,0.0,0,1,2015-08-27,6
B00CI6J3HA,5.0,0.0,0.0,0,1,2015-08-27,3
B00IDB6J0S,5.0,0.0,0.0,0,1,2015-08-27,7
B004O0TOJ0,2.0,2.0,2.0,0,1,2015-08-27,171
B00B28GVLG,5.0,0.0,0.0,0,1,2015-08-27,2
B00J0ZFA60,5.0,0.0,0.0,0,1,2015-08-27,18
B004P98R66,5.0,0.0,0.0,0,1,2015-08-27,1
B00IQ8MVM8,5.0,0.0,0.0,0,1,2015-08-27,8
B00IQ8MVH8,5.0,0.0,0.0,0,1,2015-08-27,73
B00BQYQZZS,5.0,0.0,0.0,0,1,2015-08-27,18
B00IGNWZC4,4.0,0.0,0.0,0,1,2015-08-27,142
B00CI6J3HA,5.0,0.0,0.0,0,1,2015-08-27,32
B00JLHVX2W,4.0,0.0,0.0,0,1,2015-08-27,61
B00F6N0CY0,5.0,0.0,0.0,0,1,2015-08-27,39
B0083TXXTA,4.0,0.0,0.0,0,1,2015-08-27,14
B00AW6XYLE,4.0,0.0,0.0,0,1,2015-08-27,29
B00M1YCDZ8,3.0,0.0,0.0,0,1,2015-08-27,17
B00JLHVX36,5.0,0.0,0.0,0,1,2015-08-27,23
B00BQYQY8Q,5.0,0.0,0.0,0,1,2015-08-27,1
B00IVFCPYU,5.0,0.0,0.0,0,1,2015-08-27,3
B00F5Y4AKC,5.0,0.0,0.0,0,1,2015-08-27,3
B00FHB2XB6,5.0,0.0,0.0,0,1,2015-08-27,6
B00J2NPEHK,5.0,0.0,0.0,0,1,2015-08-27,2
B00J49UTZO,5.0,0.0,0.0,0,0,2015-08-27,48
B00CCIKII2,5.0,0.0,0.0,0,1,2015-08-27,5
B00FBW8NMO,2.0,0.0,0.0,0,1,2015-08-27,25
B00CKH9SQS,5.0,0.0,0.0,0,1,2015-08-27,8
B00JDMY58Y,3.0,0.0,0.0,0,1,2015-08-27,62
B00TDP7KKQ,4.0,4.0,5.0,0,0,2015-08-27,1101
B00B2HH10M,5.0,0.0,0.0,0,1,2015-08-27,2
B00IGR5ES2,2.0,0.0,0.0,0,1,2015-08-27,37
B0083TXWXC,5.0,0.0,0.0,0,1,2015-08-27,19
B002JSM3KQ,5.0,0.0,0.0,0,1,2015-08-27,2
B00IQ8MVH8,5.0,0.0,0.0,0,0,2015-08-27,16
B0039S7NO6,5.0,0.0,0.0,0,1,2015-08-27,34
B00JLHVX36,5.0,0.0,0.0,0,1,2015-08-27,2
B00J5KVTBK,5.0,1.0,1.0,0,1,2015-08-27,11
B004ORWWP6,4.0,0.0,1.0,0,1,2015-08-27,602
B00JLHW0IS,5.0,0.0,0.0,0,1,2015-08-27,15
B009F7OQ54,5.0,1.0,1.0,0,1,2015-08-27,66
B00ILDJXHE,5.0,1.0,1.0,0,0,2015-08-27,4
B00AWNUHB2,4.0,2.0,2.0,0,1,2015-08-27,53
B00KR2Q3HU,4.0,0.0,0.0,0,1,2015-08-27,62
B00C6BWA8Q,5.0,0.0,0.0,0,1,2015-08-27,11
B00N1Q5WYO,4.0,0.0,0.0,0,1,2015-08-27,13
B00CXG0Z5Y,4.0,0.0,0.0,0,1,2015-08-27,32
B00NYZOHWK,5.0,0.0,0.0,0,1,2015-08-27,19
B00M1YC920,4.0,0.0,0.0,0,1,2015-08-27,3
B00IKFZ5TS,1.0,2.0,2.0,0,1,2015-08-27,17
B00COLHJFM,5.0,0.0,0.0,0,1,2015-08-27,1
B00ND5ZPLI,2.0,0.0,0.0,0,1,2015-08-27,28
B00BPRLGSW,5.0,0.0,0.0,0,1,2015-08-27,23
B00CJO90ZG,5.0,0.0,0.0,0,1,2015-08-27,24
B0083TXXTA,5.0,0.0,0.0,0,1,2015-08-27,25
B00J2NPEHK,3.0,1.0,1.0,0,1,2015-08-27,124
B00E18S0J0,2.0,1.0,1.0,0,1,2015-08-27,43
B00AHAJGXK,5.0,0.0,0.0,0,1,2015-08-27,11
B00EAHXYPC,3.0,0.0,0.0,0,1,2015-08-27,21
B003CRCQLO,5.0,0.0,0.0,0,1,2015-08-27,1
B00ND5ZPLI,5.0,0.0,0.0,0,1,2015-08-27,30
B00CI6JDO8,5.0,0.0,0.0,0,0,2015-08-27,1
B00IM2TVX0,2.0,0.0,0.0,0,0,2015-08-27,54
B00FBWFVK6,5.0,0.0,0.0,0,1,2015-08-27,15
B00CI6JDGQ,5.0,2.0,3.0,0,1,2015-08-27,267
B00IKFZ5TS,3.0,25.0,25.0,0,1,2015-08-27,85
B007SG9FFU,5.0,0.0,1.0,0,1,2015-08-27,91
B0077NCEWA,5.0,0.0,0.0,0,1,2015-08-27,4
B00IDB6J0S,5.0,1.0,1.0,0,1,2015-08-27,5
B00IVFCRP2,5.0,0.0,0.0,0,1,2015-08-27,16
B00CJO8ZZW,4.0,0.0,0.0,0,1,2015-08-27,7
B000GUEXBG,5.0,0.0,0.0,0,1,2015-08-27,13
B00EAHXYDO,4.0,0.0,0.0,0,1,2015-08-27,16
B00ATWUE1O,5.0,0.0,0.0,0,0,2015-08-27,13
B00CI6J3HA,5.0,0.0,0.0,0,1,2015-08-27,34
B00IVFCPYU,5.0,0.0,0.0,0,1,2015-08-27,8
B00N4UJFWC,5.0,0.0,0.0,0,1,2015-08-27,11
B00IQ8MVH8,4.0,0.0,0.0,0,1,2015-08-27,37
B00B28GVLG,5.0,0.0,0.0,0,1,2015-08-27,7
B00IVFCPYU,5.0,0.0,0.0,0,1,2015-08-27,5
B00IQ8MVMI,4.0,0.0,0.0,0,1,2015-08-27,2
B00IVP170S,3.0,0.0,0.0,0,1,2015-08-27,100
B0039S7NO6,5.0,0.0,0.0,0,1,2015-08-27,8
B00ARQW0LY,5.0,0.0,0.0,0,1,2015-08-27,4
